tender_no,award_date,awarded_amt,tender_detail_status,tender_date,tender_value,LDA_Category
NEA000ETT22000070,8/2/2023,540440,Awarded by Items,2023-02-08,540440,Engineering Procurement - EPC
NEA000ETT22000070,8/2/2023,19400,Awarded by Items,2023-02-08,19400,Engineering Procurement - EPC
NEA000ETT22000071,27/7/2023,5536567.05,Awarded to Suppliers,2023-07-27,5536567.05,Engineering Procurement - Services
NEA000ETT22000072,20/1/2023,753531,Awarded to Suppliers,2023-01-20,753531,PPP Procurement - DBFO
NEA000ETT22000073,24/2/2023,950000,Awarded to Suppliers,2023-02-24,950000,Engineering Procurement - EPC
NEA000ETT22000077,27/3/2023,12879000,Awarded to Suppliers,2023-03-27,12879000,General Procurement - Goods
NEA000ETT22000081,18/4/2023,160627,Awarded to Suppliers,2023-04-18,160627,General Procurement - Goods
NEA000ETT22000083,29/3/2023,275200,Awarded to Suppliers,2023-03-29,275200,Engineering Procurement - Services
NEA000ETT22000084,25/7/2023,2179662.5,Awarded by Items,2023-07-25,2179662.5,PPP Procurement - DBO
NEA000ETT22000084,25/7/2023,488450,Awarded by Items,2023-07-25,488450,PPP Procurement - DBO
NEA000ETT22000084,25/7/2023,2905500,Awarded by Items,2023-07-25,2905500,PPP Procurement - DBO
NEA000ETT22000085,15/5/2023,297800,Awarded to Suppliers,2023-05-15,297800,General Procurement - Services
NEA000ETT22000086,10/3/2023,105750,Awarded to Suppliers,2023-03-10,105750,Engineering Procurement - Services
NEA000ETT23000002,17/7/2023,175300,Awarded to Suppliers,2023-07-17,175300,PPP Procurement - DBFO
NEA000ETT23000005,26/7/2023,2154000,Awarded to Suppliers,2023-07-26,2154000,General Procurement - Goods
NEA000ETT23000006,10/5/2023,160480,Awarded by Items,2023-05-10,160480,PPP Procurement - DBFO
NEA000ETT23000006,10/5/2023,270336,Awarded by Items,2023-05-10,270336,PPP Procurement - DBFO
NEA000ETT23000008,22/8/2023,169690,Awarded by Items,2023-08-22,169690,Engineering Procurement - EPC
NEA000ETT23000008,22/8/2023,41410,Awarded by Items,2023-08-22,41410,Engineering Procurement - EPC
NEA000ETT23000010,11/8/2023,6899200,Awarded to Suppliers,2023-08-11,6899200,Engineering Procurement - EPC
NEA000ETT23000014,28/6/2023,6408000,Awarded to Suppliers,2023-06-28,6408000,General Procurement - Goods
NEA000ETT23000015,15/6/2023,269000,Awarded by Items,2023-06-15,269000,General Procurement - Goods
NEA000ETT23000015,15/6/2023,416888,Awarded by Items,2023-06-15,416888,General Procurement - Goods
NEA000ETT23000015,15/6/2023,767670,Awarded by Items,2023-06-15,767670,General Procurement - Goods
NEA000ETT23000016,24/5/2023,120000,Awarded by Items,2023-05-24,120000,General Procurement - Services
NEA000ETT23000016,24/5/2023,170000,Awarded by Items,2023-05-24,170000,General Procurement - Services
NEA000ETT23000042,15/8/2023,1124000,Awarded to Suppliers,2023-08-15,1124000,Engineering Procurement - Services
NEA000ETT23000043,6/9/2023,96421,Awarded by Items,2023-09-06,96421,Engineering Procurement - EPC
NEA000ETT23000043,6/9/2023,85000,Awarded by Items,2023-09-06,85000,Engineering Procurement - EPC
NEA000ETT23000043,6/9/2023,415000,Awarded by Items,2023-09-06,415000,Engineering Procurement - EPC
NEA000ETT23000045,19/7/2023,1472300,Awarded to Suppliers,2023-07-19,1472300,Engineering Procurement - EPC
NEA000ETT23000048,30/8/2023,48000,Awarded by Items,2023-08-30,48000,Engineering Procurement - EPC
NEA000ETT23000048,30/8/2023,59581,Awarded by Items,2023-08-30,59581,Engineering Procurement - EPC
NEA000ETT23000048,30/8/2023,19000,Awarded by Items,2023-08-30,19000,Engineering Procurement - EPC
NEA000ETT23000048,30/8/2023,95600,Awarded by Items,2023-08-30,95600,Engineering Procurement - EPC
NEA000ETT23000050,4/10/2023,6780000,Awarded to Suppliers,2023-10-04,6780000,General Procurement - Goods
NEA000ETT23000057,7/8/2023,184835,Awarded to Suppliers,2023-08-07,184835,PPP Procurement - DBFO
NEA000ETT23000063,7/11/2023,237180.1,Awarded to Suppliers,2023-11-07,237180.1,Engineering Procurement - EPC
NEA000ETT23000064,11/1/2024,999999999,Awarded to Suppliers,2024-01-11,999999999,Engineering Procurement - Goods
NEA000ETT23000066,1/11/2023,110530,Awarded to Suppliers,2023-11-01,110530,Engineering Procurement - Goods
NEA000ETT23000067,11/10/2023,3185105.94,Awarded to Suppliers,2023-10-11,3185105.94,Engineering Procurement - Services
NEA000ETT23000069,17/11/2023,155000,Awarded to Suppliers,2023-11-17,155000,General Procurement - Goods
NEA000ETT23000070,31/1/2024,12902831,Awarded to Suppliers,2024-01-31,12902831,Engineering Procurement - EPC
NEA000ETT23000071,2/1/2024,18599760,Awarded to Suppliers,2024-01-02,18599760,PPP Procurement - DBO
NEA000ETT23000072,16/10/2023,901500,Awarded to Suppliers,2023-10-16,901500,General Procurement - Services
NEA000ETT23000078,28/10/2023,71019,Awarded by Items,2023-10-28,71019,PPP Procurement - DBO
NEA000ETT23000078,28/10/2023,56510.75,Awarded by Items,2023-10-28,56510.75,PPP Procurement - DBO
NEA000ETT23000078,28/10/2023,3024,Awarded by Items,2023-10-28,3024,PPP Procurement - DBO
NEA000ETT23000078,28/10/2023,2300,Awarded by Items,2023-10-28,2300,PPP Procurement - DBO
NEA000ETT23000078,28/10/2023,16640.48,Awarded by Items,2023-10-28,16640.48,PPP Procurement - DBO
NEA000ETT23000078,28/10/2023,28243.78,Awarded by Items,2023-10-28,28243.78,PPP Procurement - DBO
NEA000ETT23000081,13/12/2023,1723000,Awarded to Suppliers,2023-12-13,1723000,Engineering Procurement - Goods
NEA000ETT23000082,27/11/2023,408000,Awarded to Suppliers,2023-11-27,408000,General Procurement - Services
NEA000ETT23000084,25/8/2023,370000,Awarded to Suppliers,2023-08-25,370000,General Procurement - Goods
NEA000ETT23000085,26/12/2023,2700000,Awarded to Suppliers,2023-12-26,2700000,General Procurement - Services
NEA000ETT23000099,20/10/2023,81255,Awarded to Suppliers,2023-10-20,81255,Engineering Procurement - EPC
NEA000ETT23000105,3/11/2023,1239240,Awarded to Suppliers,2023-11-03,1239240,Engineering Procurement - Services
NEA000ETT23000106,13/12/2023,515628,Awarded by Items,2023-12-13,515628,Engineering Procurement - Services
NEA000ETT23000106,13/12/2023,176328,Awarded by Items,2023-12-13,176328,Engineering Procurement - Services
NEA000ETT23000108,27/10/2023,179100,Awarded to Suppliers,2023-10-27,179100,Engineering Procurement - Services
NEA000ETT23000109,10/1/2024,35750,Awarded by Items,2024-01-10,35750,Engineering Procurement - EPC
NEA000ETT23000109,10/1/2024,102300,Awarded by Items,2024-01-10,102300,Engineering Procurement - EPC
NEA000ETT23000109,10/1/2024,137460,Awarded by Items,2024-01-10,137460,Engineering Procurement - EPC
NEA000ETT23000109,10/1/2024,132720,Awarded by Items,2024-01-10,132720,Engineering Procurement - EPC
NEA000ETT23000112,3/11/2023,182940,Awarded to Suppliers,2023-11-03,182940,PPP Procurement - DBO
NEA000ETT23000115,11/1/2024,262800,Awarded to Suppliers,2024-01-11,262800,Engineering Procurement - EPC
NEA000ETT23000117,31/1/2024,630495,Awarded to Suppliers,2024-01-31,630495,PPP Procurement - DBFO
NEA000ETT23000120,14/2/2024,153602,Awarded by Items,2024-02-14,153602,PPP Procurement - DBO
NEA000ETT23000120,14/2/2024,24575,Awarded by Items,2024-02-14,24575,PPP Procurement - DBO
NEA000ETT23000124,20/2/2024,543550,Awarded by Items,2024-02-20,543550,Engineering Procurement - EPC
NEA000ETT23000124,20/2/2024,40974,Awarded by Items,2024-02-20,40974,Engineering Procurement - EPC
NEA000ETT23000124,20/2/2024,1700,Awarded by Items,2024-02-20,1700,Engineering Procurement - EPC
NEA000ETT23000125,31/1/2024,920000,Awarded to Suppliers,2024-01-31,920000,General Procurement - Services
NEA000ETT23000126,5/2/2024,1870287.96,Awarded to Suppliers,2024-02-05,1870287.96,Engineering Procurement - Goods
NEA000ETT23000127,15/12/2023,83617.78,Awarded to Suppliers,2023-12-15,83617.78,PPP Procurement - DBO
NEA000ETT23000131,8/3/2024,78936,Awarded to Suppliers,2024-03-08,78936,General Procurement - Services
NEA000ETT23000133,22/3/2024,572000,Awarded to Suppliers,2024-03-22,572000,General Procurement - Goods
NEA000ETT23000134,23/2/2024,125000,Awarded to Suppliers,2024-02-23,125000,General Procurement - Services
NEA000ETT23000136,27/12/2023,597600,Awarded to Suppliers,2023-12-27,597600,PPP Procurement - DBO
NEA000ETT23000141,25/3/2024,6918000,Awarded by Items,2024-03-25,6918000,General Procurement - Services
NEA000ETT23000141,25/3/2024,3028000,Awarded by Items,2024-03-25,3028000,General Procurement - Services
NEA000ETT23000142,21/3/2024,320000,Awarded to Suppliers,2024-03-21,320000,General Procurement - Goods
NEA000ETT23000143,2/3/2024,289770,Awarded to Suppliers,2024-03-02,289770,Engineering Procurement - EPC
NHB000ETT18300041,29/8/2019,1,Awarded by Items,2019-08-29,1,Engineering Procurement - EPC
NHB000ETT18300041,29/8/2019,1,Awarded by Items,2019-08-29,1,Engineering Procurement - EPC
NHB000ETT19300001,7/6/2019,2167085,Awarded to Suppliers,2019-06-07,2167085,Engineering Procurement - Goods
NHB000ETT19300002,14/6/2019,2739000,Awarded to Suppliers,2019-06-14,2739000,General Procurement - Goods
NHB000ETT19300005,18/6/2019,298250,Awarded to Suppliers,2019-06-18,298250,PPP Procurement - DBFO
NHB000ETT19300006,21/6/2019,562320,Awarded to Suppliers,2019-06-21,562320,Engineering Procurement - Services
NHB000ETT19300007,11/7/2019,114950,Awarded by Items,2019-07-11,114950,Engineering Procurement - Services
NHB000ETT19300007,11/7/2019,122380,Awarded by Items,2019-07-11,122380,Engineering Procurement - Services
NHB000ETT19300007,11/7/2019,136650,Awarded by Items,2019-07-11,136650,Engineering Procurement - Services
NHB000ETT19300007,11/7/2019,8800,Awarded by Items,2019-07-11,8800,Engineering Procurement - Services
NHB000ETT19300010,15/7/2019,252000,Awarded to Suppliers,2019-07-15,252000,Engineering Procurement - Services
NHB000ETT19300012,30/10/2019,327950,Awarded to Suppliers,2019-10-30,327950,Engineering Procurement - Services
NHB000ETT19300013,4/3/2020,893180,Awarded to Suppliers,2020-03-04,893180,PPP Procurement - DBO
NHB000ETT19300014,21/1/2020,7877276,Awarded to Suppliers,2020-01-21,7877276,Engineering Procurement - Goods
NHB000ETT19300015,9/9/2019,2471693,Awarded to Suppliers,2019-09-09,2471693,Engineering Procurement - EPC
NHB000ETT19300017,18/10/2019,6286000,Awarded to Suppliers,2019-10-18,6286000,PPP Procurement - DBFO
NHB000ETT19300018,10/3/2020,11645000,Awarded to Suppliers,2020-03-10,11645000,Engineering Procurement - Goods
NHB000ETT19300019,24/6/2020,8488000,Awarded to Suppliers,2020-06-24,8488000,Engineering Procurement - Services
NHB000ETT19300020,24/9/2019,1098035,Awarded to Suppliers,2019-09-24,1098035,Engineering Procurement - Services
NHB000ETT19300021,25/10/2019,268097,Awarded by Items,2019-10-25,268097,General Procurement - Goods
NHB000ETT19300021,25/10/2019,120000,Awarded by Items,2019-10-25,120000,General Procurement - Goods
NHB000ETT19300024,26/11/2019,74526,Awarded to Suppliers,2019-11-26,74526,General Procurement - Services
NHB000ETT19300025,22/1/2020,224800,Awarded to Suppliers,2020-01-22,224800,General Procurement - Services
NHB000ETT19300026,19/2/2020,31001,Awarded by Items,2020-02-19,31001,Engineering Procurement - Services
NHB000ETT19300026,19/2/2020,2.4,Awarded by Items,2020-02-19,2.4,Engineering Procurement - Services
NHB000ETT19300026,19/2/2020,22102.21,Awarded by Items,2020-02-19,22102.21,Engineering Procurement - Services
NHB000ETT19300027,2/4/2020,1,Awarded to Suppliers,2020-04-02,1,General Procurement - Goods
NHB000ETT19300028,17/12/2019,0.15,Awarded to Suppliers,2019-12-17,0.15,Engineering Procurement - Goods
NHB000ETT19300030,28/2/2020,70000,Awarded by Items,2020-02-28,70000,General Procurement - Goods
NHB000ETT19300030,28/2/2020,129600,Awarded by Items,2020-02-28,129600,General Procurement - Goods
NHB000ETT19300031,19/6/2020,1,Awarded by Items,2020-06-19,1,PPP Procurement - DBFO
NHB000ETT19300031,19/6/2020,1,Awarded by Items,2020-06-19,1,PPP Procurement - DBFO
NHB000ETT19300031,19/6/2020,1,Awarded by Items,2020-06-19,1,PPP Procurement - DBFO
NHB000ETT19300031,19/6/2020,1,Awarded by Items,2020-06-19,1,PPP Procurement - DBFO
NHB000ETT19300031,19/6/2020,1,Awarded by Items,2020-06-19,1,PPP Procurement - DBFO
NHB000ETT19300031,19/6/2020,1,Awarded by Items,2020-06-19,1,PPP Procurement - DBFO
NHB000ETT19300031,19/6/2020,1,Awarded by Items,2020-06-19,1,PPP Procurement - DBFO
NHB000ETT19300031,19/6/2020,1,Awarded by Items,2020-06-19,1,PPP Procurement - DBFO
NHB000ETT19300032,5/5/2020,1,Awarded by Items,2020-05-05,1,Engineering Procurement - Services
NHB000ETT19300032,5/5/2020,1,Awarded by Items,2020-05-05,1,Engineering Procurement - Services
NHB000ETT19300032,5/5/2020,1,Awarded by Items,2020-05-05,1,Engineering Procurement - Services
NHB000ETT20300005,20/5/2020,999527.9,Awarded to Suppliers,2020-05-20,999527.9,Engineering Procurement - Services
NHB000ETT20300007,24/4/2020,73920,Awarded to Suppliers,2020-04-24,73920,PPP Procurement - DBO
NHB000ETT20300013,20/8/2020,1,Awarded by Items,2020-08-20,1,PPP Procurement - DBO
NHB000ETT20300013,20/8/2020,1,Awarded by Items,2020-08-20,1,PPP Procurement - DBO
NHB000ETT20300013,20/8/2020,1,Awarded by Items,2020-08-20,1,PPP Procurement - DBO
NHB000ETT20300013,20/8/2020,1,Awarded by Items,2020-08-20,1,PPP Procurement - DBO
NHB000ETT20300013,20/8/2020,1,Awarded by Items,2020-08-20,1,PPP Procurement - DBO
NHB000ETT20300013,20/8/2020,1,Awarded by Items,2020-08-20,1,PPP Procurement - DBO
NHB000ETT20300014,19/2/2021,1,Awarded by Items,2021-02-19,1,PPP Procurement - DBFO
NHB000ETT20300014,19/2/2021,1,Awarded by Items,2021-02-19,1,PPP Procurement - DBFO
NHB000ETT20300014,19/2/2021,1,Awarded by Items,2021-02-19,1,PPP Procurement - DBFO
NHB000ETT20300014,19/2/2021,1,Awarded by Items,2021-02-19,1,PPP Procurement - DBFO
NHB000ETT20300014,19/2/2021,1,Awarded by Items,2021-02-19,1,PPP Procurement - DBFO
NHB000ETT20300014,19/2/2021,1,Awarded by Items,2021-02-19,1,PPP Procurement - DBFO
NHB000ETT20300015,11/12/2020,72068,Awarded to Suppliers,2020-12-11,72068,PPP Procurement - DBO
NHB000ETT20300016,7/8/2020,63200,Awarded to Suppliers,2020-08-07,63200,General Procurement - Goods
NHB000ETT20300018,11/11/2020,1,Awarded by Items,2020-11-11,1,Engineering Procurement - EPC
NHB000ETT20300018,11/11/2020,1,Awarded by Items,2020-11-11,1,Engineering Procurement - EPC
NHB000ETT20300018,11/11/2020,1,Awarded by Items,2020-11-11,1,Engineering Procurement - EPC
NHB000ETT20300019,3/3/2021,1,Awarded to Suppliers,2021-03-03,1,Engineering Procurement - Services
NHB000ETT20300021,10/12/2020,1,Awarded to Suppliers,2020-12-10,1,Engineering Procurement - EPC
NHB000ETT20300022,28/12/2020,11499600,Awarded to Suppliers,2020-12-28,11499600,Engineering Procurement - Services
NHB000ETT20300023,22/1/2021,1127550,Awarded to Suppliers,2021-01-22,1127550,Engineering Procurement - Goods
NHB000ETT20300024,26/3/2021,1,Awarded by Items,2021-03-26,1,PPP Procurement - DBFO
NYP000ETT19300030,9/9/2019,34482,Awarded by Items,2019-09-09,34482,PPP Procurement - DBO
NHB000ETT20300024,26/3/2021,1,Awarded by Items,2021-03-26,1,PPP Procurement - DBFO
NHB000ETT20300024,26/3/2021,1,Awarded by Items,2021-03-26,1,PPP Procurement - DBFO
NHB000ETT20300024,26/3/2021,1,Awarded by Items,2021-03-26,1,PPP Procurement - DBFO
NHB000ETT20300024,26/3/2021,1,Awarded by Items,2021-03-26,1,PPP Procurement - DBFO
NHB000ETT20300024,26/3/2021,1,Awarded by Items,2021-03-26,1,PPP Procurement - DBFO
NHB000ETT20300024,26/3/2021,1,Awarded by Items,2021-03-26,1,PPP Procurement - DBFO
NHB000ETT20300024,26/3/2021,1,Awarded by Items,2021-03-26,1,PPP Procurement - DBFO
NHB000ETT20300025,20/4/2021,626500,Awarded to Suppliers,2021-04-20,626500,General Procurement - Services
NHB000ETT20300026,6/10/2021,1,Awarded to Suppliers,2021-10-06,1,PPP Procurement - DBFO
NHB000ETT20300027,19/2/2021,1,Awarded to Suppliers,2021-02-19,1,General Procurement - Goods
NHB000ETT20300028,17/2/2021,1,Awarded to Suppliers,2021-02-17,1,PPP Procurement - DBO
NHB000ETT20300030,8/3/2021,120163,Awarded to Suppliers,2021-03-08,120163,Engineering Procurement - Services
NHB000ETT21000001,14/9/2021,120000,Awarded to Suppliers,2021-09-14,120000,Engineering Procurement - EPC
NHB000ETT21000005,26/11/2021,1,Awarded by Items,2021-11-26,1,PPP Procurement - DBFO
NHB000ETT21000005,26/11/2021,1,Awarded by Items,2021-11-26,1,PPP Procurement - DBFO
NHB000ETT21000006,18/8/2021,37320,Awarded to Suppliers,2021-08-18,37320,General Procurement - Services
NHB000ETT21000007,18/10/2021,94742,Awarded to Suppliers,2021-10-18,94742,Engineering Procurement - Goods
NHB000ETT21000010,25/10/2021,103900,Awarded to Suppliers,2021-10-25,103900,PPP Procurement - DBFO
NHB000ETT21000011,25/2/2022,613338,Awarded to Suppliers,2022-02-25,613338,Engineering Procurement - Services
NHB000ETT21000012,17/12/2021,533280,Awarded to Suppliers,2021-12-17,533280,Engineering Procurement - Services
NHB000ETT21000014,27/6/2022,1080,Awarded by Items,2022-06-27,1080,PPP Procurement - DBO
NHB000ETT21000014,27/6/2022,149870,Awarded by Items,2022-06-27,149870,PPP Procurement - DBO
NHB000ETT21000014,27/6/2022,575550,Awarded by Items,2022-06-27,575550,PPP Procurement - DBO
NHB000ETT21000016,28/1/2022,1496212.23,Awarded to Suppliers,2022-01-28,1496212.23,Engineering Procurement - Services
NHB000ETT21000018,3/2/2022,1796500,Awarded to Suppliers,2022-02-03,1796500,PPP Procurement - DBFO
NHB000ETT21000020,6/4/2022,1,Awarded to Suppliers,2022-04-06,1,Engineering Procurement - Goods
NHB000ETT21000021,18/2/2022,642109,Awarded to Suppliers,2022-02-18,642109,Engineering Procurement - Services
NHB000ETT21000022,3/10/2022,180000,Awarded to Suppliers,2022-10-03,180000,General Procurement - Goods
NHB000ETT21000023,17/8/2022,1944730,Awarded to Suppliers,2022-08-17,1944730,PPP Procurement - DBFO
NHB000ETT22000001,11/8/2022,1872000,Awarded to Suppliers,2022-08-11,1872000,Engineering Procurement - Goods
NHB000ETT22000002,26/10/2022,37500,Awarded by Items,2022-10-26,37500,General Procurement - Goods
NHB000ETT22000002,26/10/2022,37500,Awarded by Items,2022-10-26,37500,General Procurement - Goods
NHB000ETT22000002,26/10/2022,37500,Awarded by Items,2022-10-26,37500,General Procurement - Goods
NHB000ETT22000002,26/10/2022,37500,Awarded by Items,2022-10-26,37500,General Procurement - Goods
NHB000ETT22000003,29/9/2022,120000,Awarded to Suppliers,2022-09-29,120000,PPP Procurement - DBFO
NHB000ETT22000004,31/8/2022,1284025,Awarded to Suppliers,2022-08-31,1284025,Engineering Procurement - Services
NHB000ETT22000006,3/11/2022,168000,Awarded to Suppliers,2022-11-03,168000,General Procurement - Goods
