tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
PAS000ETT19300134,period contract for provision of costume designs and production of costumes and props for performers of chinese fusion opening and finale items for chingay parade 2020 and pa talents performance,People's Association,19/11/2019,Awarded by Items,CINDI CLASSIQUE PTE LTD,18
PAS000ETT19300134,period contract for provision of costume designs and production of costumes and props for performers of chinese fusion opening and finale items for chingay parade 2020 and pa talents performance,People's Association,19/11/2019,Awarded by Items,CUSTOMADE COSTUME & MERCHANDISE PTE. LTD.,310
PAS000ETT19300134,period contract for provision of costume designs and production of costumes and props for performers of chinese fusion opening and finale items for chingay parade 2020 and pa talents performance,People's Association,19/11/2019,Awarded by Items,GLOBAL MASCOT PTE. LTD.,7225
PAS000ETT19300134,period contract for provision of costume designs and production of costumes and props for performers of chinese fusion opening and finale items for chingay parade 2020 and pa talents performance,People's Association,19/11/2019,Awarded by Items,THE LITTLE VOICE PTE. LTD.,240
PAS000ETT19300168,period contract for provision of costume designs and production of costumes and props for performers of youths merdeka generation ballroom nwcdc cacd malay cultural indian cultural stilt walkers and chinese opera items for chingay parade 2020 and pa talents performance,People's Association,13/12/2019,Awarded by Items,AYLA LIVINGS PTE. LTD.,13000
PAS000ETT19300168,period contract for provision of costume designs and production of costumes and props for performers of youths merdeka generation ballroom nwcdc cacd malay cultural indian cultural stilt walkers and chinese opera items for chingay parade 2020 and pa talents performance,People's Association,13/12/2019,Awarded by Items,CUSTOMADE COSTUME & MERCHANDISE PTE. LTD.,70000
PAS000ETT19300168,period contract for provision of costume designs and production of costumes and props for performers of youths merdeka generation ballroom nwcdc cacd malay cultural indian cultural stilt walkers and chinese opera items for chingay parade 2020 and pa talents performance,People's Association,13/12/2019,Awarded by Items,GLOBAL MASCOT PTE. LTD.,2400
PAS000ETT19300168,period contract for provision of costume designs and production of costumes and props for performers of youths merdeka generation ballroom nwcdc cacd malay cultural indian cultural stilt walkers and chinese opera items for chingay parade 2020 and pa talents performance,People's Association,13/12/2019,Awarded by Items,KAMPUNG COLLECTION,41000
PAS000ETT19300168,period contract for provision of costume designs and production of costumes and props for performers of youths merdeka generation ballroom nwcdc cacd malay cultural indian cultural stilt walkers and chinese opera items for chingay parade 2020 and pa talents performance,People's Association,13/12/2019,Awarded by Items,THAMARAI TEX,44000
PAS000ETT19300168,period contract for provision of costume designs and production of costumes and props for performers of youths merdeka generation ballroom nwcdc cacd malay cultural indian cultural stilt walkers and chinese opera items for chingay parade 2020 and pa talents performance,People's Association,13/12/2019,Awarded by Items,THE LITTLE VOICE PTE. LTD.,30000
PAS000ETT20300177,period contract for provision of costume designs styling services and production of costumes and props for performers of chingay 2021 over a period of six 6 months,People's Association,2/12/2020,Awarded by Items,CUSTOMADE COSTUME & MERCHANDISE PTE. LTD.,41625
PAS000ETT20300177,period contract for provision of costume designs styling services and production of costumes and props for performers of chingay 2021 over a period of six 6 months,People's Association,2/12/2020,Awarded by Items,J.M ART TAILORING AND DRESSMAKING,31955
PAS000ETT20300177,period contract for provision of costume designs styling services and production of costumes and props for performers of chingay 2021 over a period of six 6 months,People's Association,2/12/2020,Awarded by Items,KAMPUNG COLLECTION,8000
NST000ETT23000101,period contract for provision of fabrication service for multiproject wafer mpw and full mask wafer for two 2 firm years,"Agency for Science, Technology and Research",5/3/2024,Awarded by Items,ADVINNO TECHNOLOGIES PTE. LTD.,2089746.6
NST000ETT23000101,period contract for provision of fabrication service for multiproject wafer mpw and full mask wafer for two 2 firm years,"Agency for Science, Technology and Research",5/3/2024,Awarded by Items,MEDS TECHNOLOGIES PTE LTD,4692645.25
DST000ETT21000013,period contract for provision of laundry services,Defence Science and Technology Agency,11/3/2022,Awarded by Items,BEST LAUNDRY & DRY CLEANING,0.01
DST000ETT21000013,period contract for provision of laundry services,Defence Science and Technology Agency,11/3/2022,Awarded by Items,KLEEN WASH LAUNDRY,0.01
DST000ETT21000013,period contract for provision of laundry services,Defence Science and Technology Agency,11/3/2022,Awarded by Items,R & R EXPRESS SERVICES PTE LTD,0.01
DST000ETT21000013,period contract for provision of laundry services,Defence Science and Technology Agency,11/3/2022,Awarded by Items,SYSTEMATIC LAUNDRY & HEALTHCARE SERVICES PTE. LTD.,0.01
CRA000ETT19300004,period contract for provision of legal services,Gambling Regulatory Authority of Singapore (GRA),3/1/2020,Awarded by Items,ALLEN & GLEDHILL LLP,1
CRA000ETT19300004,period contract for provision of legal services,Gambling Regulatory Authority of Singapore (GRA),3/1/2020,Awarded by Items,DENTONS RODYK & DAVIDSON LLP,1
CRA000ETT19300004,period contract for provision of legal services,Gambling Regulatory Authority of Singapore (GRA),3/1/2020,Awarded by Items,RAJAH & TANN SINGAPORE LLP,1
PAS000ETT22000154,period contract for provision of services for design and fabrication of floats mini large and mega size for chingay singapore for a period of eight 8 months,People's Association,29/9/2022,Awarded by Items,Q'S ADVERTISING PTE. LTD.,798240
PAS000ETT22000154,period contract for provision of services for design and fabrication of floats mini large and mega size for chingay singapore for a period of eight 8 months,People's Association,29/9/2022,Awarded by Items,S-LITE EVENT SUPPORT PTE. LTD.,1170800
LTA000ETT21000065,period contract for security officers,Land Transport Authority,20/6/2022,Awarded by Items,AETOS GUARD SERVICES PTE. LTD.,1
LTA000ETT21000065,period contract for security officers,Land Transport Authority,20/6/2022,Awarded by Items,CONCORDE SECURITY PTE. LTD.,1
LTA000ETT21000065,period contract for security officers,Land Transport Authority,20/6/2022,Awarded by Items,HENDERSON SECURITY SERVICES PTE. LTD.,1
LTA000ETT21000065,period contract for security officers,Land Transport Authority,20/6/2022,Awarded by Items,SECURUS PTE. LTD.,1
LTA000ETT21000065,period contract for security officers,Land Transport Authority,20/6/2022,Awarded by Items,TRIPLE 'S' PROTECTION PRIVATE LIMITED,1
HSA000ETT21000057,period contract for supply and delivery of laboratory refrigerator refrigerator with freezer freezer and ultralow temperature freezer for a period of one 1 year with yearly options to extend for another further two 2 years,Health Sciences Authority,27/3/2022,Awarded by Items,GAIA SCIENCE PTE. LTD.,31190
HSA000ETT21000057,period contract for supply and delivery of laboratory refrigerator refrigerator with freezer freezer and ultralow temperature freezer for a period of one 1 year with yearly options to extend for another further two 2 years,Health Sciences Authority,27/3/2022,Awarded by Items,MECOMB SINGAPORE LIMITED,218050
HSA000ETT21000057,period contract for supply and delivery of laboratory refrigerator refrigerator with freezer freezer and ultralow temperature freezer for a period of one 1 year with yearly options to extend for another further two 2 years,Health Sciences Authority,27/3/2022,Awarded by Items,PRACTICAL MEDISCIENCE PTE LTD,29460
HSA000ETT21000057,period contract for supply and delivery of laboratory refrigerator refrigerator with freezer freezer and ultralow temperature freezer for a period of one 1 year with yearly options to extend for another further two 2 years,Health Sciences Authority,27/3/2022,Awarded by Items,SCIMED (ASIA) PTE LTD,16250
HOMHQ0ETT18300159,period contract for supply of handgun locks  other pistol accessories,Ministry of Home Affairs-Ministry Headquarter,3/5/2019,Awarded by Items,PENTA-KOHDEN MARKETING PTE LTD,132999.5
HOMHQ0ETT18300159,period contract for supply of handgun locks  other pistol accessories,Ministry of Home Affairs-Ministry Headquarter,3/5/2019,Awarded by Items,RYCA PTE. LTD.,165395.4
HOMHQ0ETT18300159,period contract for supply of handgun locks  other pistol accessories,Ministry of Home Affairs-Ministry Headquarter,3/5/2019,Awarded by Items,SHEARES TECHNOLOGIES PTE. LTD.,38976
CPF000ETT20300004,period contract for team building programme,Central Provident Fund Board,11/8/2020,Awarded by Items,ASIAN DETOURS PTE. LTD.,720
CPF000ETT20300004,period contract for team building programme,Central Provident Fund Board,11/8/2020,Awarded by Items,CAMELOT PTE. LTD.,792
CPF000ETT20300004,period contract for team building programme,Central Provident Fund Board,11/8/2020,Awarded by Items,CENTRE FOR PERFORMANCE TRANSFORMATION (PTE.) LTD.,766
