tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
MOMWPDETT20300001,the supply delivery support of software for work permit online wpol and integrated work permit system iwps technology refresh with an option for maintenance of software,Ministry of Manpower - Work Pass Division,16/6/2021,Awarded by Items,DXC TECHNOLOGY SERVICES SINGAPORE PTE. LTD.,1172138
MOMWPDETT20300002,audit services for the foreign worker levy fwl rebate programme,Ministry of Manpower - Work Pass Division,28/6/2021,Awarded to Suppliers,ERNST & YOUNG LLP,391000
NEA000ETT20300259,tender for waste characterisation study,National Environment Agency,4/3/2021,Awarded by Items,ASTAR LABORATORY PTE. LTD.,77000
MOMWPDETT21000003,itt for the provision of manpower for document verification and related services for the work pass division ministry of manpower for a base period of three 3 years with options to renew up to three 3 years,Ministry of Manpower - Work Pass Division,8/2/2022,Awarded to Suppliers,NEC ASIA PACIFIC PTE. LTD.,16303589.4
MOMWPDETT22000001,provision of software licenses and support services for vmware tanzu rabbitmq or equivalent for a period of two 2 years with an option to extend the contract on a yearly basis for up to three 3 additional years,Ministry of Manpower - Work Pass Division,17/2/2023,Awarded to Suppliers,ASIAPAC TECHNOLOGY PTE. LTD.,640604
MOMWPDETT23000001,invitation to tender for provision of oracle licenses renewal and support till 31 july 2025,Ministry of Manpower - Work Pass Division,28/8/2023,Awarded to Suppliers,S & I SYSTEMS PTE LTD,1513676.4
MOMWPDETT23000002,itt for provision of consolidated product licenses and support services for two 2 years with an option for the authority to extend on a yearly basis for up to a maximum of three 3 years,Ministry of Manpower - Work Pass Division,27/9/2023,Awarded by Items,EASE SOLUTIONS PTE. LTD.,183869.4
MPA000ETT18300026,request for proposal to develop innovative mooring solutions for the optimisation of sea space at anchorages in singapore,Maritime and Port Authority of Singapore,5/12/2019,Awarded by Items,ASL SHIPYARD PTE LTD,1420000
MPA000ETT18300041,design and build security fencing gates bollards and barriers at mpa facilities,Maritime and Port Authority of Singapore,17/6/2019,Awarded by Items,CA M&E ENGINEERING PTE. LTD.,403600
MPA000ETT18300046,threeyear contract for the maintenance and repair of vhf communications system infrastructure with an option to extend for another two years at the authoritys discretion,Maritime and Port Authority of Singapore,9/4/2019,Awarded to Suppliers,MECOMB SINGAPORE LIMITED,227700
MPA000ETT18300049,provision of ballast water sampling and analysis,Maritime and Port Authority of Singapore,1/4/2019,Awarded to Suppliers,SGS TESTING & CONTROL SERVICES SINGAPORE PTE LTD,576000
MPA000ETT19300004,provision of shuttle bus service between tanah merah mrt station and changi naval base for a period of two years,Maritime and Port Authority of Singapore,9/4/2019,Awarded to Suppliers,YANG YUN XIN BUS SERVICE,88276.5
MPA000ETT19300005,supply delivery installation and commissioning of buckletype lifejackets and lifejacket receptacles for mpalicensed regional passenger ferries,Maritime and Port Authority of Singapore,7/6/2019,Awarded to Suppliers,SAFETY INNOVATORS (INTERNATIONAL) PTE. LTD.,478299.6
MPA000ETT19300006,provision of consultancy services for the singapore maritime cluster manpower study 20192020,Maritime and Port Authority of Singapore,15/7/2019,Awarded to Suppliers,MERCER (SINGAPORE) PTE. LTD.,1086000
MPA000ETT19300008,term contract for the provision of a third party contact centre service with an option for the authority to renew the contract yearly up to a period of twentyfour 24 months,Maritime and Port Authority of Singapore,28/8/2019,Awarded to Suppliers,TERRA SYSTEMS PTE. LTD.,2557400
MPA000ETT19300010,provision of event management services for the singapore reception 2019 for the international maritime organisation imo london,Maritime and Port Authority of Singapore,3/7/2019,Awarded to Suppliers,FREEMAN PTE. LTD.,773119.96
MPA000ETT19300011,provision of consultancy services for the study of future container ship sizes and size distributions,Maritime and Port Authority of Singapore,4/7/2019,Awarded to Suppliers,IHS GLOBAL PTE. LTD.,330000
MPA000ETT19300012,design fabrication supply and delivery of 2400mm diameter steel navigational buoys including sinkers andor mooring assemblies and buoy consumables,Maritime and Port Authority of Singapore,1/7/2019,Awarded by Items,QUIN RIGHT ENTERPRISES (PTE) LTD,177944
MPA000ETT19300014,supply design develop install test and commission a national marine spatial data infrastructure nmsdi  singapores geospacesea including a 3year maintenance contract,Maritime and Port Authority of Singapore,26/9/2019,Awarded to Suppliers,YOKOGAWA ENGINEERING ASIA PTE LTD,2795630.5
MPA000ETT19300015,twoyear term contract for the provision of emergency response craft and crew services as first response for oil and chemical spill clean up operations with an option to extend for another two years at the authoritys discretion,Maritime and Port Authority of Singapore,25/7/2019,Awarded by Items,ARDENT MARITIME SINGAPORE PTE. LTD.,16181.5
MPA000ETT19300016,conceptualisation design and provision of project management services for maritime  port authority of singapore mpa maritime bus,Maritime and Port Authority of Singapore,23/7/2019,Awarded to Suppliers,THINK TANK STUDIO PTE. LTD.,523500
MPA000ETT19300017,provision of professional services for the supply delivery design development installation configuration testing and commission of robotic process automation rpa solution and an optional two years term contract for the maintenance and support services of rpa,Maritime and Port Authority of Singapore,22/10/2019,Awarded to Suppliers,NCS PTE. LTD.,445837
MPA000ETT19300018,supply and delivery of ten sets of stand alone selfrecording conductivitytemperaturedepth src for long term water characteristics measurements,Maritime and Port Authority of Singapore,18/7/2019,Awarded to Suppliers,SPECTRA-TEKNIK (S) PTE LTD,25746
MPA000ETT19300019,appointment of external auditor for maritime and port authority of singapore for fy2020 to fy2024,Maritime and Port Authority of Singapore,16/1/2020,Awarded to Suppliers,PRICEWATERHOUSECOOPERS LLP,695000
MPA000ETT19300020,provision of professional services for the development and commissioning of electronicballast water risk assessment system,Maritime and Port Authority of Singapore,28/8/2019,Awarded to Suppliers,DHI WATER & ENVIRONMENT (S) PTE. LTD.,158300
MPA000ETT19300021,provision of laboratory analysis services for a period of one year with an option to extend for another one year at the authoritys discretion,Maritime and Port Authority of Singapore,17/9/2019,Awarded to Suppliers,INTERTEK TESTING SERVICES (SINGAPORE) PTE LTD,867600
MPA000ETT19300022,design and build of a drone testing facility at marina south,Maritime and Port Authority of Singapore,18/9/2019,Awarded to Suppliers,STEADFAST ENGINEERING & CONSTRUCTION PTE. LTD.,629932.7
MPA000ETT19300025,provision of consultancy services for research study on ship supplies industry in singapore,Maritime and Port Authority of Singapore,25/11/2019,Awarded to Suppliers,EY CORPORATE ADVISORS PTE. LTD.,300000
MPA000ETT19300026,twoyear term contract for the appointment of integrated facilities management services to mpas mainland properties with an option to extend for another one year,Maritime and Port Authority of Singapore,26/9/2019,Awarded to Suppliers,SMM PTE. LTD.,3118842
MPA000ETT19300027,provision of services for removal repair and reinstallation to the two damaged resilient beacons banyan and sebarok,Maritime and Port Authority of Singapore,27/9/2019,Awarded to Suppliers,QUIN RIGHT ENTERPRISES (PTE) LTD,128600
MPA000ETT19300030,threeyear term contract for provision of sea transportation to various offshore islands,Maritime and Port Authority of Singapore,15/11/2019,Awarded to Suppliers,PRESTIGE OCEAN PTE. LTD.,2378100
MPA000ETT19300031,provision of services for removal repair and reinstallation of the damaged outer shoal resilient beacon at east keppel fairway,Maritime and Port Authority of Singapore,24/9/2019,Awarded to Suppliers,QUIN RIGHT ENTERPRISES (PTE) LTD,87800
MPA000ETT19300032,term contracts for provision of craft and crew for garbage collection clearance of flotsam from the sea and maintenance of woodlands jetty,Maritime and Port Authority of Singapore,23/1/2020,Awarded to Suppliers,TIAN SAN SHIPPING (PRIVATE) LIMITED,38637128.24
MPA000ETT19300033,supply design install commission and maintain a high availability of a security information and events management siem system,Maritime and Port Authority of Singapore,17/10/2019,Awarded to Suppliers,ST ENGINEERING INFO-SECURITY PTE. LTD.,449973
MPA000ETT19300034,conceptualisation design execution and provision of event management services for mpa maritime bicentennial event,Maritime and Port Authority of Singapore,29/10/2019,Awarded to Suppliers,E35 PTE. LTD.,90000
MPA000ETT19300036,twoyear term contract for provision of bunker quantity inspection and surveying services on bunker tankers with option to extend for another one year at the authoritys discretion,Maritime and Port Authority of Singapore,17/2/2020,Awarded by Items,MAJESTIC MARITIME SERVICES PTE. LTD.,14400
MPA000ETT19300037,twoyear term contract for the provision of diving services for underwater search rescue of missing persons recovery of lost objects removal of anchor and chains entangled with vessels and breakupdisposal of craftobjects with option to extend another year at the authoritys discretion,Maritime and Port Authority of Singapore,20/2/2020,Awarded to Suppliers,SINGAPORE SALVAGE ENGINEERS PTE LTD,118280
MPA000ETT19300038,provision of ad hoc legal advisory services for a period of three years from 1 jan 2020 to 31 dec 2022,Maritime and Port Authority of Singapore,14/2/2020,Awarded by Items,ALLEN & GLEDHILL LLP,3795
MPA000ETT19300039,threeyear term contract for supply of services of three drivers to drive mpas corporate vehicles with option to extend for another two years and a further one year at the authoritys discretion,Maritime and Port Authority of Singapore,9/1/2020,Awarded to Suppliers,C & P RENT-A-CAR (PTE.) LTD.,972000
MPA000ETT19300041,twoyear term contract for the provision of document storage and management services with option to extend for one year and a further period of one year at the authoritys discretion,Maritime and Port Authority of Singapore,26/12/2019,Awarded to Suppliers,IRON MOUNTAIN SINGAPORE PTE. LTD.,124643.8
MPA000ETT19300043,twoyear term contract for repairs of buoys and fittings at pulau brani buoy depot with option to extend another two years at the authoritys discretion,Maritime and Port Authority of Singapore,22/1/2020,Awarded to Suppliers,QUIN RIGHT ENTERPRISES (PTE) LTD,1264707.8
MPA000ETT19300044,3year contract for hosting and operations of singapores long range identification  tracking lrit national data centre with option to extend for another 2 years at the authoritys discretion,Maritime and Port Authority of Singapore,17/2/2020,Awarded to Suppliers,POLE STAR SPACE APPLICATIONS LIMITED,2542810
